Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Веб-сайт 1,Веб-сайт 2,Веб-сайт 3,ВКонтакте,WhatsApp,Telegram,YouTube,Широта,Долгота,2GIS URL,Тип
Vodorobot,,Питьевая вода,"Шота Руставели, 35",1 этаж,450081,,Орджоникидзевский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,5.0,1,88001000123,,http://vodorobot.ru,,,https://vk.com/vodorobots,,,,54.792702,56.050804,https://2gis.com/firm/70000001084041183,branch
Vodorobot,,Питьевая вода,"Юрия Гагарина, 54",,450105,Сипайлово м-н,Октябрьский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,2.1,2,88001000123,,http://vodorobot.ru,,,https://vk.com/vodorobots,,,,54.771952,56.07872,https://2gis.com/firm/70000001053165408,branch
Красная горкa,водомат,Питьевая вода,"Академика Королёва, 14/1а",,450105,Сипайлово м-н,Октябрьский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,1.4,1,89373416177 (единый номер: пн-вс 8:00-21:00),,http://ufa.zakazvoda.com,,,https://vk.com/vodakrasnayagorka,,,,54.773839,56.077263,https://2gis.com/firm/70000001026556086,branch
Живая вода,водомат,Питьевая вода,"Правды, 18/5",,450095,Дёма м-н,Дёмский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,,,89191468189 (техническая поддержка),,,,,,,,,54.704399,55.833054,https://2gis.com/firm/70000001100181135,branch
Vodorobot,,Питьевая вода,"Магистральная, 14",супермаркет Пятёрочка,450050,Дёма м-н,Дёмский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,,,88001000123,,http://vodorobot.ru,,,https://vk.com/vodorobots,,,,54.710264,55.829069,https://2gis.com/firm/70000001083739204,branch
Урал-аква,водомат,Питьевая вода,,,450081,,Орджоникидзевский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,3.2,3,89378577727,,,,,,,,,54.792721,56.053201,https://2gis.com/firm/70000001068149198,branch
Амфора,водомат,Питьевая вода,"Ухтомского, 28",,450050,Дёма м-н,Дёмский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,,,,,,,,,,,,54.712551,55.82741,https://2gis.com/firm/70000001040486047,branch
Красноусольская премиум,,Питьевая вода,"Шота Руставели, 39 к3",,450081,,Орджоникидзевский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,1.2,2,"89177700180 (горячая линия: пн-пт 9:00-18:00; сб, вс 10:00-17:00)",83472163307 (служба доставки: пн-пт 8:30-20:00),http://красноусольскаяпремиум.рф,,,https://vk.com/zhvoda_ufa,,,,54.792967,56.052918,https://2gis.com/firm/70000001054391462,branch
Красная горкa,водомат,Питьевая вода,"Магистральная, 14 к1",,450050,Дёма м-н,Дёмский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,5.0,1,89373416177 (единый номер: пн-вс 8:00-21:00),,http://ufa.zakazvoda.com,,,https://vk.com/vodakrasnayagorka,,,,54.709935,55.8287,https://2gis.com/firm/70000001044011577,branch
Красноусольская премиум,,Питьевая вода,"Юрия Гагарина, 72/4а",,450105,Сипайлово м-н,Октябрьский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,1.3,3,"89177700180 (горячая линия: пн-пт 9:00-18:00; сб, вс 10:00-17:00)",83472163307 (служба доставки: пн-пт 8:30-20:00),http://красноусольскаяпремиум.рф,,,https://vk.com/zhvoda_ufa,,,,54.776758,56.075881,https://2gis.com/firm/70000001056845367,branch
Vodorobot,,Питьевая вода,"Мусоргского, 23",1 этаж,450095,Дёма м-н,Дёмский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,1.4,1,88001000123,,http://vodorobot.ru,,,https://vk.com/vodorobots,,,,54.706014,55.830953,https://2gis.com/firm/70000001060819664,branch
Чистый родник,водомат,Питьевая вода,"Юрия Гагарина, 74",1 этаж,450105,Сипайлово м-н,Октябрьский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,1.2,4,89373418914 (единый номер - пн-вс 9:00-21:00),,,,,,,,,54.778168,56.074569,https://2gis.com/firm/70000001046015208,branch
Живая вода,водомат,Питьевая вода,"Ухтомского, 24",,450050,Дёма м-н,Дёмский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,,,89191468189 (техническая поддержка),,,,,,,,,54.709907,55.82823,https://2gis.com/firm/70000001081999423,branch
Красная горкa,водомат,Питьевая вода,"Лётчиков, 12Б",,450010,Затон м-н,Ленинский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,3.6,2,89373416177 (единый номер: пн-вс 8:00-21:00),,http://ufa.zakazvoda.com,,,https://vk.com/vodakrasnayagorka,,,,54.794455,55.866342,https://2gis.com/firm/70000001046352793,branch
Юматовская,водомат,Питьевая вода,,,450014,Романовка д.,Дёмский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,1.4,1,,,,,,,,,,54.734846,55.803709,https://2gis.com/firm/70000001080320872,branch
Живая вода,водомат,Питьевая вода,"Ухтомского, 18",1 этаж,450050,Дёма м-н,Дёмский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,5.0,2,89876122138 (техническая поддержка: круглосуточно),,http://alivewater.ru,,,https://vk.com/alivewater_ru,https://wa.me/79876122138,,,54.707137,55.829147,https://2gis.com/firm/70000001087684237,branch
Vodorobot,,Питьевая вода,"Юрия Гагарина, 74/3",1 этаж,450105,Сипайлово м-н,Октябрьский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,1.0,3,88001000123,,http://vodorobot.ru,,,https://vk.com/vodorobots,,,,54.777867,56.076193,https://2gis.com/firm/70000001047068810,branch
Красная горкa,водомат,Питьевая вода,"Ухтомского, 19а к1",,450014,Дёма м-н,Дёмский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,,,89373416177 (единый номер: пн-вс 8:00-21:00),,http://ufa.zakazvoda.com,,,https://vk.com/vodakrasnayagorka,,,,54.707684,55.828112,https://2gis.com/firm/70000001034101057,branch
Живая вода,водомат,Питьевая вода,"Лётчиков, 6",,450010,Затон м-н,Ленинский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,3.0,2,89876122138 (техническая поддержка: круглосуточно),,http://alivewater.ru,,,https://vk.com/alivewater_ru,https://wa.me/79876122138,,,54.79405,55.863824,https://2gis.com/firm/70000001057490877,branch
Живая вода,водомат,Питьевая вода,"Лётчиков, 3",,450010,Затон м-н,Ленинский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,5.0,1,89191468189 (техническая поддержка),,,,,,,,,54.792718,55.86142,https://2gis.com/firm/70000001099853534,branch
Красная горкa,водомат,Питьевая вода,"Академика Королёва, 18Б",,450105,Сипайлово м-н,Октябрьский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,1.4,1,89373416177 (единый номер: пн-вс 8:00-21:00),,http://ufa.zakazvoda.com,,,https://vk.com/vodakrasnayagorka,,,,54.773763,56.080891,https://2gis.com/firm/70000001057375210,branch
Живая вода,автомат по продаже питьевой воды,Питьевая вода,"Правды, 20",1 этаж,450095,Дёма м-н,Дёмский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,1.3,4,89374727500,,http://alivewater.ru,,,,,,,54.702961,55.831231,https://2gis.com/firm/70000001043425695,branch
Красная горкa,водомат,Питьевая вода,"Советская, 2/3а",,450519,,,,Уфимский район,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,,,89373416177 (единый номер: пн-вс 8:00-21:00),,http://ufa.zakazvoda.com,,,https://vk.com/vodakrasnayagorka,,,,54.775793,55.837942,https://2gis.com/firm/70000001033988991,branch
Дар Сайрана,пункт продажи воды,Питьевая вода,"проезд Мебельщиков, 1/1",,450511,,,,Уфимский район,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,1.4,1,83472232171 (единый номер),89371547644,http://dar-sairana.ru,,,,https://wa.me/79371547644,,,54.801471,55.878547,https://2gis.com/firm/70000001048219109,branch
Сила Урала,,Питьевая вода,"Ухтомского, 15/1 к1",,450014,Дёма м-н,Дёмский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,,,89279305005,,,,,,https://wa.me/79279305005,,,54.704958,55.828978,https://2gis.com/firm/70000001060070108,branch
Vodorobot,,Питьевая вода,"Академика Королёва, 31",,450105,Сипайлово м-н,Октябрьский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,4.0,2,88001000123,,http://vodorobot.ru,,,https://vk.com/vodorobots,,,,54.77278,56.083101,https://2gis.com/firm/70000001083738768,branch
Красноусольская премиум,,Питьевая вода,"Лётчиков, 1",,450010,Затон м-н,Ленинский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,,,"89177700180 (горячая линия: пн-пт 9:00-18:00; сб, вс 10:00-17:00)",83472163307 (служба доставки: пн-пт 8:30-20:00),http://красноусольскаяпремиум.рф,,,https://vk.com/zhvoda_ufa,,,,54.791997,55.857648,https://2gis.com/firm/70000001042774967,branch
Красноусольская премиум,,Питьевая вода,"Академика Королёва, 33Б",,450105,Сипайлово м-н,Октябрьский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,1.5,2,"89177700180 (горячая линия: пн-пт 9:00-18:00; сб, вс 10:00-17:00)",83472163307 (служба доставки: пн-пт 8:30-20:00),http://красноусольскаяпремиум.рф,,,https://vk.com/zhvoda_ufa,,,,54.773059,56.083621,https://2gis.com/firm/70000001056939836,branch
